"Group.1","iTRAQ8.113","iTRAQ8.114","iTRAQ8.115","iTRAQ8.116","iTRAQ8.117","iTRAQ8.118","iTRAQ8.119","iTRAQ8.121","perox.2015","perox.2017","mito.2015","mito.2017","nucleus.2015","nucleus.2017","golgi.2015","golgi.2017","ER.2015","ER.2017","PM.2015","PM.2017"
"Fam135a",10052.5784179171,1255.42224496748,2549.25531997372,9679.6956688188,3146.40967180404,3026.61064341264,3748.65750521336,4502.8504899314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam135b",4874697.40994645,1010492.6900082,626069.167411867,4184124.6688089,1391550.86539027,982697.040047438,1861221.49294535,1719911.0375453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam136a",723175.782153084,220162.344384225,1999615.15540571,936777.302789394,1052249.21414367,220572.747079907,1007515.76076541,1346818.01448881,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam13a",2395.36807322176,3494.2393651776,1177.77276353536,2557.1573236736,1711.3895082784,1036.852609552,2147.11892314752,1492.26143341376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam154a",0,0.000971364632,0,532.699337754,0,493950.60197883,1110.8981878216,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam160a2",111615.996657406,126094.467713741,44096.466875348,90273.0682450194,99507.1939220863,29425.9037109482,115917.054625167,56898.918409794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam160b1",1654827.89753731,3088183.53073763,483768.676929342,828355.568381047,983371.886995789,781507.892959101,1737957.17113971,578671.686333661,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam160b2",1014.46926378818,108.996214859455,1856.69457644469,10928.2846849816,727.360621786295,1302.07557743489,1152.63889592243,12640.7451647824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam162a",3614726.33383311,582102.656684752,17267938.7869069,8283328.51047728,8333196.59336835,2191589.59959515,7610246.64298803,16269903.9409856,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam167b",82994.3620309115,146561.090225387,15795.1871483995,62474.643823145,33015.3815926935,42517.583518845,69373.760403771,43860.491374692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam171a1",124814.233714039,9048.954892461,153750.666883204,1229375.59641195,82602.79239529,85128.0021750115,98376.7406247295,1538817.5095814,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam172a",138874.781225853,104873.652946357,49361.7457258536,124383.293224961,127736.175507559,40078.5573093071,99076.2477670906,67350.7660667899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Fam173a",87821.9269997634,6936.94974446083,269746.98187526,151771.817243899,146344.007101913,38787.5758135412,132756.461577511,296933.919926632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam173b",26453.8335165805,9750.29751780483,68629.1289728919,49749.0604223236,42271.3160465496,16617.2150007062,34660.4080024544,73356.9504911116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam175a",57016.2464734655,164538.597157705,105347.652014382,72987.7566427546,79614.3676396766,48532.6400338801,94252.2861957521,88874.3531312198,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam175b",683701.788569574,3382364.68546643,198292.019968773,811614.340663833,547288.713906892,611623.511854054,1430689.22221305,694279.614355553,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam178a",108579.608156351,11118.2189482427,10082.6849614443,95609.1348762383,18835.8727007959,21303.6910669828,27752.9994478636,20350.8695284488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam179b",32393.6263933478,18412.4802469139,100672.64492208,46249.852482113,50154.9388947264,33838.0442103585,63073.006453716,86873.7059650761,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam183b",23060.2179894146,9461.93123034112,35731.9049094502,21128.22496011,27505.5542347442,8678.8643634696,22746.2198811636,20632.4424869482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam184a",265539.584327358,72122.1326767334,1030279.03115559,468549.824303655,639665.045569532,49003.7013990302,145340.705220608,163027.30385563,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam185a",98619.1873063782,31369.6909657875,278376.760249565,140767.362059583,178050.925512557,27192.2194868722,165798.814731585,248578.119771858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam188a",1101797.34354408,8287725.64486424,77455.0049248436,932169.286051933,669806.985273944,639195.82344927,2256638.78120721,718978.276941364,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam189a2",171633.51181007,912179.511146406,26336.3304263192,203479.709738689,138460.454946943,355312.757056646,327845.814197618,153047.312965604,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam193a",441319.756779111,438313.095860518,138433.280226852,445696.08413501,858437.794869391,226536.078598866,554413.747539967,271405.48248369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam193b",507111.046095388,607139.560098372,206491.490453136,495741.205352316,924875.70738962,168213.355838276,728816.63583946,514934.998933432,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam195a",85032.1374574435,37903.4794656634,1722.08188259038,10693.4806113593,14444.8294563977,4975.44238388032,13324.2790440002,7086.0596986652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam198a",15002.4555973901,921.248645447764,1473.31235533808,10371.0890525856,2733.63726351434,8215.04068243673,4663.52945001234,3520.3589741844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam203a",98260.802860134,320377.554153702,43787.9611624254,145271.885538805,73052.5726255223,87296.4796809295,160878.830875068,123438.47119473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam205a",155982.538351459,103075.928028124,63324.8058829654,125103.904854641,978796.645065512,34657.6471515715,278891.102394254,51435.7300627417,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam206a",13634.1158982299,85493.1692869295,0,6407.11781874721,16677.0623472475,441.72555843737,34333.5896509464,6476.29955196335,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam207a",20656.9386503793,25636.544952918,11285.724492901,16112.4672408955,28102.4840044528,8022.89126930219,20566.0774658616,10744.1819993638,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam208b",17907.0370451697,214.109532607946,2080.20693295646,2385.04261898849,5127.00599685187,6849.24600921487,6331.98179087587,8093.0020573082,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam20a",1881321.49785377,2606023.72249265,204073.755070238,1136723.5461581,582877.55400742,574366.37201727,1508042.18854685,557967.259305984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Fam20b",2843158.35199562,175619.915878214,188556.907404276,544444.378341838,554646.472705902,274244.387157186,678394.686987066,235738.320858518,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Fam20c",423607.113804832,40961.7296384464,43070.2112537775,182448.428420751,88691.3292941712,111890.706153701,105312.242273028,64562.5446915626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Fam210a",3259797.354067,467905.872402805,17981676.3255555,6704769.35041167,8333872.99175827,2133224.81906166,8566490.9691564,15827379.5972275,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam210b",1263898.31938072,67507.805720008,4230996.11598214,1903872.56893088,2496617.3614989,885096.182178377,2603110.53330081,4760062.88929205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam213a",34365236.5069525,771373.629695301,5119693.04041864,24515027.1998879,8526691.24236958,4251566.10630165,9361520.25892804,9605576.80392843,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam213b",738849.929232005,2449480.13734976,824998.990449113,1198768.74802267,837782.309853246,518248.514762603,1564159.63456351,1516137.82375694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Fam214a",544490.975711483,245121.705379222,824525.950736302,565628.975725419,650694.444533338,260220.947766823,508030.669267921,562634.524889293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam214b",229057.58032098,427639.721581897,45053.2808086196,166770.707047465,90171.4054111222,276438.42656956,220752.625695226,157748.050951498,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam21c",1649547.93533043,2204695.16176496,253906.382203322,1235070.60984513,661178.977107976,1809509.03983661,1202982.84089172,1079018.73233445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam222b",92420.2929776744,49493.1421924572,31876.3733905216,58357.9327933538,73998.648282492,26664.4133969791,55894.2555890347,67862.6422906226,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam227a",81163.2279149234,506722.651166808,89585.8497997739,128467.441242628,120634.509900379,75271.4123444857,240806.8572351,122574.608432777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam25c",101452030.613922,17650088.7383973,17223336.6344559,100074511.369298,32987927.0491612,10840684.398549,35508065.9551919,39159218.666921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam32a",106985.922546247,10281.7914788988,0,12472.8292190124,30523.5172831788,7899.9764758884,30693.6568663092,19262.7063485856,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam3a",1311583.22208775,9091443.85116981,3043694.7094592,1849939.29190705,1851976.69172573,1555114.07773545,4546972.14163997,2094294.98929773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam3c",169958.396191575,37180.5368153987,17515.7694021504,66630.1714970145,43819.0827853835,70755.1573280736,48267.5013379516,33650.3299469188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Fam43a",15145.1776995511,11714.3944104673,42361.7066876703,19785.4619193382,44032.9898138148,4324.63095185909,48464.1244077824,36714.2849232504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam45a",2113264.60413714,2699975.26395496,336980.608081209,1638910.08713148,791781.860114856,2099598.49796883,1594957.92833411,1217152.95491648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam46a",4364.79916817022,8427.22652106114,1429.56310321383,6322.53056266564,3427.07314024717,1464.18210701167,5687.93517092817,4649.88022670216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam46c",21993.251130507,16657.917613699,38642.87073265,23209.380138958,25416.56754852,17201.470565373,11745.179591726,14494.362678567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam49a",99392.3051173289,325394.503273178,70887.5129324613,86944.4515219406,53198.5454089195,58297.432551183,98330.0459497713,66828.3286032776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FAM49B",13884182.1143208,29637808.9141182,5288040.09866292,11233503.8795667,12078058.0465816,7901106.86784774,17951783.889857,12824708.2396984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FAM50A",434660.409107533,113075.360447195,45123.0011986166,211543.677932219,153424.493507536,45323.1975630968,158126.639494965,109889.333232339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam50b",2677.15804354887,1637.72526653121,14926.8538514811,5114.26880470824,6723.04208135901,2107.4450451057,6976.53375216789,7020.97292610738,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam53b",789851.80169581,2158316.20910666,124170.177910575,382928.787944061,2138870.87838697,193899.729073478,1563003.08693146,319067.454942511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam63a",280620.55859813,932349.683525732,75776.8497782082,251259.496235621,161337.592755606,186909.791748138,483789.361511353,183725.615299034,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam65a",144559.382204514,81766.9292177994,83008.853371384,139687.107403959,128967.846544974,58665.9973895776,87801.9621200405,101476.696087923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam65b",215866.987667778,166527.892988018,1040774.32848898,193191.736907528,145807.97545781,116818.893159873,157320.273035553,139094.783046315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Fam69a",162663.52863099,11496.6185168321,15201.5049554719,40544.2682900348,27032.8667369386,18846.1596924723,35666.5125141266,19486.2426374497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam73b",350430.170046591,161045.990911722,375433.098111027,706796.275686385,232187.77808444,152386.98649007,308299.821151166,937621.84284677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam83b",632832.160302902,59195.0917032131,86703.4522720846,785138.467404262,233513.251237206,161106.607946568,172262.654495385,270761.334628553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam83d",329902.486652011,25064.1100399438,14756.5552199456,30548.9592549118,51658.1917246336,12812.3620095942,70704.0531472688,37733.082524871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam83h",737939.586917196,1062819.16375555,578614.592983558,994480.928169901,1877571.51689154,402453.454792541,1779771.49817226,1164681.61922049,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam84b",2142110.00581154,3257938.04148298,435144.864792639,1896295.33174073,1013814.3038371,890422.462006392,1985167.47475402,1143116.80752559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fam8a1",4370089.79934687,60544.8080121473,217804.083950803,1178748.83145933,906466.366615502,186937.592492403,1001879.93726615,723583.370364276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam91a1",4903029.97760092,2219065.18136285,780958.086120302,2010477.1114124,1579802.47360871,1073432.51147162,2399733.60566719,1285047.1045652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam92a1",36952.251116583,4974.28567761664,3292.54192853376,21628.1650836171,9387.02989119728,3892.77191034144,7817.33013728912,7850.3442548216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam92b",17008025.8967696,1056479.7418486,1335700.809848,5882220.75714631,3503931.28121702,1709905.14811164,4216552.66798556,2316396.58020601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam96a",95535.2284737772,442206.485101818,45996.1943710642,99113.0473112247,85506.0121741399,75309.3186496755,267371.33902694,108941.904787363,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam96b",183102.852015432,549539.995702991,36073.0695000576,194597.908282132,124921.479959783,135991.852176141,358421.699417023,122094.145626359,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam98a",10027093.4542316,892562.806391951,1506849.11152931,5051601.99967985,2307599.62893847,441677.151734594,2809421.61971842,2171044.61232747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fam98b",4022126.22192728,1532764.73406669,562582.365893581,1628732.84680589,2245199.83963827,323788.285149478,1861012.48278808,856916.994236034,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FAM98C",2917146.70078992,895707.00541437,245774.718984743,1126120.79467797,743491.359754633,212484.346853521,1088493.38160437,591900.170123752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fan1",42742.8944088715,48667.0902470926,14073.4521865525,50167.4159021404,21540.8703965559,54113.0417701372,44680.1770234495,39093.3483802787,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fancb",5059.73447229824,1824.02859037392,11117.4927828863,9691.39331383793,15051.2196785525,7996.82273136215,8996.21404981228,12989.2157581725,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fancd2",493324.578756103,16043.5464241927,55267.6026725886,324438.332129859,115098.390291406,74487.321042211,125408.449116362,103458.979472642,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fancd2os",1815.32234050024,585.916683673232,449.930625055056,1470.00549540284,445.178880151296,2389.61402732624,819.779679836744,1358.42025872018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fancf",360964.493482528,60120.2976489262,86550.3693632087,278400.206309924,90292.6163751488,44047.160597478,67619.2020884031,409028.245120008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fanci",8169.46265501708,3207.02827679033,3457.20385664549,13133.2044894301,3161.34813745468,12114.9651452549,3527.42942657423,5578.75505217262,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fap",134002.710343791,27937.0220071489,345478.561082076,242189.235147006,103355.510019383,115118.135676474,147781.961394729,256036.589291445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Far1",107390.038451719,19644.201318833,20380.4561721769,258983.175507637,42812.4002884673,28591.5803870589,41233.0390686702,90936.8685969918,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Farp1",8780060.02442203,1589026.13204217,2052243.68052073,8379411.72844769,5420985.63377082,3258593.26509369,4207210.1603302,3924657.42557494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Farp2",21307124.5387914,2213635.76611982,4630984.71739164,22099483.6185541,12318911.9169137,8713196.48753136,9554405.97310719,10246376.4333347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fars2",251555.59810479,278775.228362343,2751983.08863045,643385.013555289,1265166.76332661,181792.643042695,1251104.03719126,1568000.98545013,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Farsa",24337423.8447915,3241322.26316305,2719056.16524242,11055685.6644158,5608203.00859596,2231500.59917179,7316875.409898,4631052.07174842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Farsb",99458833.1601395,12012878.2198732,9466615.85796386,49638550.5682433,18648011.5492125,7699499.06344486,29305653.0291753,16513065.657277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fas",225613.006193537,15221.2248378024,70751.7177761057,279497.160035558,142088.470071085,70970.4204742862,89556.480626229,133172.87432637,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Fasn",82104222.317577,473529265.887262,39480636.4045677,96164418.4419612,62462593.5285821,64447328.6483647,206086924.647518,76661750.3124967,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fastk",45504.1973739067,8697.671382774,188844.242323219,92405.3579291194,160313.207993989,6526.8885487861,107451.354381193,109207.180067014,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fastkd1",597241.502645278,34566.9995862352,198354.589558839,301615.093662371,177298.51924723,68242.0289366471,176325.409611362,269846.060752038,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fastkd2",312432.912550179,252345.16903778,1640189.0051031,562168.318111193,795710.825024007,142088.34893655,772044.687798915,1045409.46824722,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fastkd3",737696.21941104,701708.167958033,883762.646045574,3751606.09212917,91293.7591545373,16703519.6852659,755184.50142756,4229429.34806881,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fat1",970159.100703246,220423.439589084,175533.236694045,809624.059227379,806152.317341912,406926.491865591,516743.870458881,422194.398617578,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fat2",5944170.56474454,44625721.8137588,3424699.98576966,5289762.84950377,5946278.40613782,2965924.16676535,12058102.1510297,5743698.74407967,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fat3",2597.41934070552,1206.2016617308,64224.0414740901,3275.9047527972,2697.93476195352,1321.39024446016,2319.01803263912,3366.6497316236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fat4",40292.9838491541,22837.4793680508,78405.5737184446,37409.7779208942,41695.2572255538,45252.0945868417,48684.3551251174,112497.758104167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fau",5516675.12874032,642613.697660731,1001586.21249917,4299089.26900132,1165078.42733757,1232993.01723032,1326401.19131877,1861703.47900297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbf1",697.63594454256,1211.18065165059,498.21373856583,1264.54475338068,576.47702073408,927.19382440011,780.57863226057,681.70542119052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbl",3160675.67287186,2121654.20170781,545932.437693074,690569.424928607,16605995.5551319,112321.085514321,5618620.72104921,607503.647604166,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fblim1",44996.4555927397,113746.67401725,9654.93871143353,39880.4656997298,64544.9474836711,24982.7276372991,67605.2091779669,25699.3615468449,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbll1",5009.68155287684,11200.7745773254,1969.90683751976,4703.55328155844,2402.69404969208,5723.88907421548,6354.18497977432,3522.63564703772,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbln1",769133.524872527,2100972.1076521,139298.026486874,1088019.47307804,463312.444437918,2461321.3142043,1192846.31207101,1048064.93700829,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbln2",3750.21233498444,3674.17419142594,2132.16463431428,12978.1729693398,6354.00743542351,25159.9957739178,4248.44036851204,8605.84231036548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbln5",405875.000958996,1705867.11682812,262092.350668889,665533.737563055,11207747.9319245,1120355.55153142,2397136.70477563,628101.488674906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbn1",532834.263007174,388816.782502779,291229.020469258,910456.693968744,5091562.77932459,1122566.66874206,1023196.78964057,747748.635206244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fbp1",13420892.2544995,104160572.529252,4287938.92240561,15759571.5595373,12046469.1076788,10305978.5077404,43922516.0572301,12540427.2736485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
